day,type,value_buy,value_sell
2016-09-29,Blue,15.35,15.75
2016-09-28,Oficial,15.12,15.52
2016-09-28,Blue,15.36,15.76
2016-09-27,Oficial,15.12,15.48
2016-09-27,Blue,15.40,15.80
2016-09-26,Oficial,15.03,15.43
2016-09-26,Blue,15.36,15.76
2016-09-25,Oficial,15.01,15.41
2016-09-25,Blue,15.32,15.72
2016-09-24,Oficial,15.01,15.41
2016-09-24,Blue,15.32,15.72
2016-09-23,Oficial,15.01,15.41
2016-09-23,Blue,15.31,15.71
2016-09-22,Oficial,15.01,15.41
2016-09-22,Blue,15.29,15.69
2016-09-21,Oficial,15.00,15.40
2016-09-21,Blue,15.32,15.72
2016-09-20,Oficial,15.00,15.40
2016-09-20,Blue,15.26,15.66
2016-09-19,Oficial,14.99,15.39
2016-09-19,Blue,15.14,15.54
2016-09-18,Oficial,14.97,15.37
2016-09-18,Blue,15.10,15.50
2016-09-17,Oficial,14.97,15.37
2016-09-17,Blue,15.10,15.50
2016-09-16,Oficial,14.92,15.32
2016-09-16,Blue,15.05,15.45
2016-09-15,Oficial,14.87,15.27
2016-09-15,Blue,15.01,15.41
2016-09-14,Oficial,14.84,15.24
2016-09-14,Blue,14.98,15.38
2016-09-13,Oficial,14.82,15.22
2016-09-13,Blue,15.00,15.40
2016-09-12,Oficial,14.86,15.26
2016-09-12,Blue,14.99,15.39
2016-09-11,Oficial,14.87,15.27
2016-09-11,Blue,14.98,15.38
2016-09-10,Oficial,14.87,15.27
2016-09-10,Blue,14.98,15.38
2016-09-09,Oficial,14.89,15.29
2016-09-09,Blue,14.98,15.38
2016-09-08,Oficial,14.87,15.27
2016-09-08,Blue,14.93,15.33
2016-09-07,Oficial,14.85,15.25
2016-09-07,Blue,14.93,15.33
2016-09-06,Oficial,14.84,15.24
2016-09-06,Blue,14.97,15.37
2016-09-05,Oficial,14.81,15.21
2016-09-05,Blue,14.99,15.39
2016-09-04,Oficial,14.80,15.20
2016-09-04,Blue,14.99,15.39
2016-09-03,Oficial,14.80,15.20
2016-09-03,Blue,14.99,15.39
2016-09-02,Oficial,14.77,15.17
2016-09-02,Blue,14.92,15.32
2016-09-01,Oficial,14.78,15.18
2016-09-01,Blue,14.96,15.36
2016-08-31,Oficial,14.86,15.26
2016-08-31,Blue,15.06,15.46
2016-08-30,Oficial,14.93,15.33
2016-08-30,Blue,15.10,15.50
2016-08-29,Oficial,14.86,15.26
2016-08-29,Blue,15.10,15.50
2016-08-28,Oficial,14.79,15.19
2016-08-28,Blue,15.09,15.49
2016-08-27,Oficial,14.79,15.19
2016-08-27,Blue,15.09,15.49
2016-08-26,Oficial,14.77,15.17
2016-08-26,Blue,15.09,15.49
2016-08-25,Oficial,14.75,15.15
2016-08-25,Blue,15.10,15.50
2016-08-24,Oficial,14.74,15.14
2016-08-24,Blue,15.11,15.51
2016-08-23,Oficial,14.74,15.14
2016-08-23,Blue,15.08,15.48
2016-08-22,Oficial,14.77,15.17
2016-08-22,Blue,15.04,15.44
2016-08-21,Oficial,14.78,15.18
2016-08-21,Blue,15.02,15.42
2016-08-20,Oficial,14.78,15.18
2016-08-20,Blue,15.02,15.42
2016-08-19,Oficial,14.78,15.18
2016-08-19,Blue,15.03,15.43
2016-08-18,Oficial,14.69,15.09
2016-08-18,Blue,15.04,15.44
2016-08-17,Oficial,14.59,14.99
2016-08-17,Blue,15.00,15.40
2016-08-16,Oficial,14.58,14.98
2016-08-16,Blue,14.95,15.35
2016-08-15,Oficial,14.58,14.98
2016-08-15,Blue,14.94,15.34
2016-08-14,Oficial,14.58,14.98
2016-08-14,Blue,14.94,15.34
2016-08-13,Oficial,14.58,14.98
2016-08-13,Blue,14.94,15.34
2016-08-12,Oficial,14.58,14.98
2016-08-12,Blue,14.91,15.31
2016-08-11,Oficial,14.59,14.99
2016-08-11,Blue,14.90,15.30
2016-08-10,Oficial,14.63,15.03
2016-08-10,Blue,14.93,15.33
2016-08-09,Oficial,14.64,15.04
2016-08-09,Blue,14.94,15.34
2016-08-08,Oficial,14.68,15.08
2016-08-08,Blue,14.88,15.28
2016-08-07,Oficial,14.72,15.12
2016-08-07,Blue,14.84,15.24
2016-08-06,Oficial,14.72,15.12
2016-08-06,Blue,14.84,15.24
2016-08-05,Oficial,14.73,15.13
2016-08-05,Blue,14.90,15.30
2016-08-04,Oficial,14.73,15.13
2016-08-04,Blue,14.92,15.32
2016-08-03,Oficial,14.74,15.14
2016-08-03,Blue,14.93,15.33
2016-08-02,Oficial,14.81,15.21
2016-08-02,Blue,15.03,15.43
2016-08-01,Oficial,14.87,15.27
2016-08-01,Blue,15.08,15.48
2016-07-31,Oficial,14.89,15.29
2016-07-31,Blue,15.07,15.47
2016-07-30,Oficial,14.89,15.29
2016-07-30,Blue,15.07,15.47
2016-07-29,Oficial,14.89,15.29
2016-07-29,Blue,15.10,15.50
2016-07-28,Oficial,14.85,15.25
2016-07-28,Blue,15.14,15.54
2016-07-27,Oficial,14.81,15.21
2016-07-27,Blue,15.15,15.55
2016-07-26,Oficial,14.79,15.19
2016-07-26,Blue,15.15,15.55
2016-07-25,Oficial,14.78,15.18
2016-07-25,Blue,15.09,15.49
2016-07-24,Oficial,14.79,15.19
2016-07-24,Blue,15.03,15.43
2016-07-23,Oficial,14.79,15.19
2016-07-23,Blue,15.03,15.43
2016-07-22,Oficial,14.85,15.25
2016-07-22,Blue,14.97,15.37
2016-07-21,Oficial,14.88,15.28
2016-07-21,Blue,14.95,15.35
2016-07-20,Oficial,14.89,15.29
2016-07-20,Blue,14.88,15.28
2016-07-19,Oficial,14.95,15.35
2016-07-19,Blue,14.94,15.34
2016-07-18,Oficial,14.84,15.24
2016-07-18,Blue,14.92,15.32
2016-07-17,Oficial,14.73,15.13
2016-07-17,Blue,14.86,15.26
2016-07-16,Oficial,14.73,15.13
2016-07-16,Blue,14.86,15.26
2016-07-15,Oficial,14.66,15.06
2016-07-15,Blue,14.77,15.17
2016-07-14,Oficial,14.51,14.91
2016-07-14,Blue,14.68,15.08
2016-07-13,Oficial,14.48,14.88
2016-07-13,Blue,14.67,15.07
2016-07-12,Oficial,14.55,14.94
2016-07-12,Blue,14.65,15.05
2016-07-11,Oficial,14.57,14.97
2016-07-11,Blue,14.50,14.95
2016-07-10,Oficial,14.56,14.96
2016-07-10,Blue,14.40,14.90
2016-07-09,Oficial,14.56,14.96
2016-07-09,Blue,14.40,14.90
2016-07-08,Oficial,14.56,14.96
2016-07-08,Blue,14.40,14.90
2016-07-07,Oficial,14.61,15.01
2016-07-07,Blue,14.46,14.90
2016-07-06,Oficial,14.74,15.14
2016-07-06,Blue,14.57,14.97
2016-07-05,Oficial,14.89,15.29
2016-07-05,Blue,14.66,15.06
2016-07-04,Oficial,14.93,15.33
2016-07-04,Blue,14.67,15.07
2016-07-03,Oficial,14.94,15.34
2016-07-03,Blue,14.65,15.05
2016-07-02,Oficial,14.94,15.34
2016-07-02,Blue,14.65,15.05
2016-07-01,Oficial,14.89,15.29
2016-07-01,Blue,14.65,15.05
2016-06-30,Oficial,14.80,15.20
2016-06-30,Blue,14.63,15.03
2016-06-29,Oficial,14.82,15.22
2016-06-29,Blue,14.62,15.02
2016-06-28,Oficial,14.95,15.35
2016-06-28,Blue,14.81,15.21
2016-06-27,Oficial,14.84,15.24
2016-06-27,Blue,14.74,15.14
2016-06-26,Oficial,14.72,15.12
2016-06-26,Blue,14.62,15.02
2016-06-25,Oficial,14.72,15.12
2016-06-25,Blue,14.62,15.02
2016-06-24,Oficial,14.42,14.82
2016-06-24,Blue,14.49,14.89
2016-06-23,Oficial,13.99,14.39
2016-06-23,Blue,14.24,14.64
2016-06-22,Oficial,13.93,14.23
2016-06-22,Blue,14.11,14.51
2016-06-21,Oficial,13.75,14.15
2016-06-21,Blue,14.04,14.44
2016-06-20,Oficial,13.73,14.13
2016-06-20,Blue,14.02,14.42
2016-06-19,Oficial,13.73,14.13
2016-06-19,Blue,14.02,14.42
2016-06-18,Oficial,13.73,14.13
2016-06-18,Blue,14.02,14.42
2016-06-17,Oficial,13.73,14.13
2016-06-17,Blue,14.02,14.42
2016-06-16,Oficial,13.68,14.08
2016-06-16,Blue,14.04,14.44
2016-06-15,Oficial,13.66,14.06
2016-06-15,Blue,14.03,14.43
2016-06-14,Oficial,13.69,14.09
2016-06-14,Blue,14.01,14.41
2016-06-13,Oficial,13.71,14.11
2016-06-13,Blue,13.95,14.35
2016-06-12,Oficial,13.71,14.11
2016-06-12,Blue,13.91,14.31
2016-06-11,Oficial,13.71,14.11
2016-06-11,Blue,13.91,14.31
2016-06-10,Oficial,13.73,14.13
2016-06-10,Blue,13.91,14.31
2016-06-09,Oficial,13.74,14.14
2016-06-09,Blue,13.87,14.27
2016-06-08,Oficial,13.71,14.11
2016-06-08,Blue,13.80,14.20
2016-06-07,Oficial,13.69,14.09
2016-06-07,Blue,13.75,14.15
2016-06-06,Oficial,13.74,14.14
2016-06-06,Blue,13.83,14.23
2016-06-05,Oficial,13.77,14.17
2016-06-05,Blue,13.88,14.28
2016-06-04,Oficial,13.77,14.17
2016-06-04,Blue,13.88,14.28
2016-06-03,Oficial,13.80,14.20
2016-06-03,Blue,13.92,14.32
2016-06-02,Oficial,13.84,14.24
2016-06-02,Blue,14.10,14.40
2016-06-01,Oficial,13.87,14.27
2016-06-01,Blue,14.08,14.48
2016-05-31,Oficial,13.88,14.28
2016-05-31,Blue,14.18,14.58
2016-05-30,Oficial,13.88,14.28
2016-05-30,Blue,14.26,14.66
2016-05-29,Oficial,13.89,14.29
2016-05-29,Blue,14.27,14.67
2016-05-28,Oficial,13.89,14.29
2016-05-28,Blue,14.27,14.67
2016-05-27,Oficial,13.92,14.32
2016-05-27,Blue,14.27,14.67
2016-05-26,Oficial,13.93,14.33
2016-05-26,Blue,14.27,14.67
2016-05-25,Oficial,13.92,14.32
2016-05-25,Blue,14.26,14.66
2016-05-24,Oficial,13.91,14.31
2016-05-24,Blue,14.26,14.66
2016-05-23,Oficial,13.94,14.34
2016-05-23,Blue,14.27,14.67
2016-05-22,Oficial,13.96,14.36
2016-05-22,Blue,14.27,14.67
2016-05-21,Oficial,13.96,14.36
2016-05-21,Blue,14.27,14.67
2016-05-20,Oficial,13.99,14.39
2016-05-20,Blue,14.28,14.68
2016-05-19,Oficial,14.01,14.41
2016-05-19,Blue,14.31,14.70
2016-05-18,Oficial,14.01,14.41
2016-05-18,Blue,14.29,14.69
2016-05-17,Oficial,14.03,14.43
2016-05-17,Blue,14.28,14.68
2016-05-16,Oficial,14.05,14.45
2016-05-16,Blue,14.25,14.65
2016-05-15,Oficial,14.05,14.45
2016-05-15,Blue,14.23,14.63
2016-05-14,Oficial,14.05,14.45
2016-05-14,Blue,14.23,14.63
2016-05-13,Oficial,14.07,14.47
2016-05-13,Blue,14.27,14.67
2016-05-12,Oficial,14.10,14.50
2016-05-12,Blue,14.24,14.64
2016-05-11,Oficial,14.11,14.51
2016-05-11,Blue,14.15,14.55
2016-05-10,Oficial,14.12,14.52
2016-05-10,Blue,14.13,14.53
2016-05-09,Oficial,14.12,14.52
2016-05-09,Blue,14.14,14.54
2016-05-08,Oficial,14.12,14.52
2016-05-08,Blue,14.14,14.54
2016-05-07,Oficial,14.12,14.52
2016-05-07,Blue,14.14,14.54
2016-05-06,Oficial,14.13,14.53
2016-05-06,Blue,14.16,14.56
2016-05-05,Oficial,14.12,14.52
2016-05-05,Blue,14.24,14.64
2016-05-04,Oficial,14.11,14.51
2016-05-04,Blue,14.27,14.67
2016-05-03,Oficial,14.13,14.53
2016-05-03,Blue,14.26,14.66
2016-05-02,Oficial,14.14,14.54
2016-05-02,Blue,14.26,14.66
2016-05-01,Oficial,14.14,14.54
2016-05-01,Blue,14.26,14.66
2016-04-30,Oficial,14.14,14.54
2016-04-30,Blue,14.26,14.66
2016-04-29,Oficial,14.14,14.52
2016-04-29,Blue,14.29,14.69
2016-04-28,Oficial,14.11,14.51
2016-04-28,Blue,14.32,14.72
2016-04-27,Oficial,14.18,14.58
2016-04-27,Blue,14.37,14.77
2016-04-26,Oficial,14.25,14.63
2016-04-26,Blue,14.42,14.82
2016-04-25,Oficial,14.26,14.66
2016-04-25,Blue,14.47,14.87
2016-04-24,Oficial,14.28,14.68
2016-04-24,Blue,14.48,14.88
2016-04-23,Oficial,14.28,14.68
2016-04-23,Blue,14.48,14.88
2016-04-22,Oficial,14.29,14.69
2016-04-22,Blue,14.42,14.82
2016-04-21,Oficial,14.22,14.62
2016-04-21,Blue,14.33,14.73
2016-04-20,Oficial,14.11,14.51
2016-04-20,Blue,14.32,14.72
2016-04-19,Oficial,14.08,14.48
2016-04-19,Blue,14.37,14.77
2016-04-18,Oficial,14.12,14.52
2016-04-18,Blue,14.49,14.89
2016-04-17,Oficial,14.16,14.56
2016-04-17,Blue,14.54,14.94
2016-04-16,Oficial,14.16,14.56
2016-04-16,Blue,14.54,14.94
2016-04-15,Oficial,14.21,14.61
2016-04-15,Blue,14.56,14.96
2016-04-14,Oficial,14.27,14.67
2016-04-14,Blue,14.54,14.94
2016-04-13,Oficial,14.34,14.74
2016-04-13,Blue,14.56,14.96
2016-04-12,Oficial,14.37,14.77
2016-04-12,Blue,14.59,14.99
2016-04-11,Oficial,14.35,14.75
2016-04-11,Blue,14.53,14.93
2016-04-10,Oficial,14.34,14.74
2016-04-10,Blue,14.51,14.91
2016-04-09,Oficial,14.34,14.74
2016-04-09,Blue,14.51,14.91
2016-04-08,Oficial,14.37,14.77
2016-04-08,Blue,14.53,14.93
2016-04-07,Oficial,14.51,14.91
2016-04-07,Blue,14.56,14.96
2016-04-06,Oficial,14.60,15.00
2016-04-06,Blue,14.66,15.06
2016-04-05,Oficial,14.63,15.03
2016-04-05,Blue,14.76,15.16
2016-04-04,Oficial,14.64,15.04
2016-04-04,Blue,14.80,15.20
2016-04-03,Oficial,14.62,15.02
2016-04-03,Blue,14.81,15.21
2016-04-02,Oficial,14.62,15.02
2016-04-02,Blue,14.81,15.21
2016-04-01,Oficial,14.54,14.94
2016-04-01,Blue,14.83,15.23
2016-03-31,Oficial,14.48,14.88
2016-03-31,Blue,14.87,15.27
2016-03-30,Oficial,14.50,14.90
2016-03-30,Blue,14.95,15.35
2016-03-29,Oficial,14.59,14.99
2016-03-29,Blue,15.02,15.42
2016-03-28,Oficial,14.43,14.83
2016-03-28,Blue,14.91,15.35
2016-03-27,Oficial,14.34,14.74
2016-03-27,Blue,14.90,15.30
2016-03-26,Oficial,14.34,14.74
2016-03-26,Blue,14.90,15.30
2016-03-25,Oficial,14.34,14.74
2016-03-25,Blue,14.90,15.30
2016-03-24,Oficial,14.34,14.74
2016-03-24,Blue,14.90,15.30
2016-03-23,Oficial,14.29,14.69
2016-03-23,Blue,14.92,15.32
2016-03-22,Oficial,14.33,14.73
2016-03-22,Blue,14.95,15.35
2016-03-21,Oficial,14.59,14.99
2016-03-21,Blue,15.10,15.50
2016-03-20,Oficial,14.73,15.13
2016-03-20,Blue,15.16,15.56
2016-03-19,Oficial,14.73,15.13
2016-03-19,Blue,15.16,15.56
2016-03-18,Oficial,14.69,15.09
2016-03-18,Blue,15.17,15.57
2016-03-17,Oficial,14.54,14.94
2016-03-17,Blue,15.08,15.48
2016-03-16,Oficial,14.47,14.87
2016-03-16,Blue,14.96,15.36
2016-03-15,Oficial,14.60,15.00
2016-03-15,Blue,15.11,15.51
2016-03-14,Oficial,14.81,15.21
2016-03-14,Blue,15.21,15.61
2016-03-13,Oficial,14.90,15.30
2016-03-13,Blue,15.20,15.60
2016-03-12,Oficial,14.90,15.30
2016-03-12,Blue,15.20,15.60
2016-03-11,Oficial,15.05,15.48
2016-03-11,Blue,15.26,15.66
2016-03-10,Oficial,15.21,15.61
2016-03-10,Blue,15.31,15.71
2016-03-09,Oficial,15.24,15.64
2016-03-09,Blue,15.33,15.73
2016-03-08,Oficial,15.23,15.63
2016-03-08,Blue,15.33,15.73
2016-03-07,Oficial,15.13,15.53
2016-03-07,Blue,15.32,15.72
2016-03-06,Oficial,15.08,15.48
2016-03-06,Blue,15.32,15.72
2016-03-05,Oficial,15.08,15.48
2016-03-05,Blue,15.32,15.72
2016-03-04,Oficial,15.11,15.51
2016-03-04,Blue,15.31,15.71
2016-03-03,Oficial,15.39,15.79
2016-03-03,Blue,15.38,15.84
2016-03-02,Oficial,15.62,16.02
2016-03-02,Blue,15.49,15.93
2016-03-01,Oficial,15.56,15.96
2016-03-01,Blue,15.34,15.74
2016-02-29,Oficial,15.32,15.72
2016-02-29,Blue,15.22,15.62
2016-02-28,Oficial,15.23,15.63
2016-02-28,Blue,15.25,15.65
2016-02-27,Oficial,15.23,15.63
2016-02-27,Blue,15.25,15.65
2016-02-26,Oficial,15.21,15.61
2016-02-26,Blue,15.27,15.67
2016-02-25,Oficial,15.20,15.60
2016-02-25,Blue,15.21,15.61
2016-02-24,Oficial,15.23,15.63
2016-02-24,Blue,15.10,15.50
2016-02-23,Oficial,15.09,15.49
2016-02-23,Blue,15.04,15.44
2016-02-22,Oficial,14.89,15.29
2016-02-22,Blue,14.96,15.36
2016-02-21,Oficial,14.86,15.26
2016-02-21,Blue,14.93,15.33
2016-02-20,Oficial,14.86,15.26
2016-02-20,Blue,14.93,15.33
2016-02-19,Oficial,14.87,15.27
2016-02-19,Blue,14.93,15.33
2016-02-18,Oficial,14.79,15.19
2016-02-18,Blue,14.93,15.33
2016-02-17,Oficial,14.66,15.06
2016-02-17,Blue,14.77,15.17
2016-02-16,Oficial,14.58,14.98
2016-02-16,Blue,14.64,15.02
2016-02-15,Oficial,14.56,14.96
2016-02-15,Blue,14.57,14.97
2016-02-14,Oficial,14.56,14.96
2016-02-14,Blue,14.55,14.95
2016-02-13,Oficial,14.56,14.96
2016-02-13,Blue,14.55,14.95
2016-02-12,Oficial,14.46,14.86
2016-02-12,Blue,14.38,14.78
2016-02-11,Oficial,14.34,14.74
2016-02-11,Blue,14.11,14.51
2016-02-10,Oficial,14.22,14.62
2016-02-10,Blue,14.02,14.42
2016-02-09,Oficial,14.15,14.55
2016-02-09,Blue,14.01,14.41
2016-02-08,Oficial,14.15,14.55
2016-02-08,Blue,14.01,14.41
2016-02-07,Oficial,14.15,14.55
2016-02-07,Blue,14.01,14.41
2016-02-06,Oficial,14.15,14.55
2016-02-06,Blue,14.01,14.41
2016-02-05,Oficial,14.07,14.47
2016-02-05,Blue,14.00,14.40
2016-02-04,Oficial,13.99,14.39
2016-02-04,Blue,13.99,14.38
2016-02-03,Oficial,13.97,14.37
2016-02-03,Blue,13.93,14.33
2016-02-02,Oficial,13.93,14.33
2016-02-02,Blue,13.96,14.36
2016-02-01,Oficial,13.81,14.21
2016-02-01,Blue,13.92,14.32
2016-01-31,Oficial,13.74,14.14
2016-01-31,Blue,13.87,14.27
2016-01-30,Oficial,13.74,14.14
2016-01-30,Blue,13.87,14.27
2016-01-29,Oficial,13.75,14.15
2016-01-29,Blue,13.88,14.28
2016-01-28,Oficial,13.74,14.14
2016-01-28,Blue,13.95,14.35
2016-01-27,Oficial,13.70,14.10
2016-01-27,Blue,13.97,14.37
2016-01-26,Oficial,13.66,14.06
2016-01-26,Blue,13.96,14.36
2016-01-25,Oficial,13.59,13.99
2016-01-25,Blue,13.95,14.35
2016-01-24,Oficial,13.56,13.96
2016-01-24,Blue,13.95,14.35
2016-01-23,Oficial,13.56,13.96
2016-01-23,Blue,13.95,14.35
2016-01-22,Oficial,13.49,13.89
2016-01-22,Blue,13.95,14.35
2016-01-21,Oficial,13.38,13.78
2016-01-21,Blue,13.95,14.35
2016-01-20,Oficial,13.34,13.74
2016-01-20,Blue,13.96,14.36
2016-01-19,Oficial,13.36,13.76
2016-01-19,Blue,13.97,14.37
2016-01-18,Oficial,13.36,13.76
2016-01-18,Blue,13.98,14.38
2016-01-17,Oficial,13.36,13.76
2016-01-17,Blue,13.98,14.38
2016-01-16,Oficial,13.36,13.76
2016-01-16,Blue,13.98,14.38
2016-01-15,Oficial,13.33,13.72
2016-01-15,Blue,13.99,14.39
2016-01-14,Oficial,13.40,13.79
2016-01-14,Blue,14.00,14.40
2016-01-13,Oficial,13.46,13.86
2016-01-13,Blue,13.97,14.37
2016-01-12,Oficial,13.61,14.01
2016-01-12,Blue,14.01,14.41
2016-01-11,Oficial,13.74,14.14
2016-01-11,Blue,14.04,14.44
2016-01-10,Oficial,13.75,14.15
2016-01-10,Blue,14.05,14.45
2016-01-09,Oficial,13.75,14.15
2016-01-09,Blue,14.05,14.45
2016-01-08,Oficial,13.77,14.17
2016-01-08,Blue,14.04,14.44
2016-01-07,Oficial,13.71,14.11
2016-01-07,Blue,14.04,14.44
2016-01-06,Oficial,13.62,13.96
2016-01-06,Blue,14.09,14.36
2016-01-05,Oficial,13.40,13.70
2016-01-05,Blue,14.07,14.22
2016-01-04,Oficial,13.14,13.44
2016-01-04,Blue,13.91,14.25
2016-01-03,Oficial,13.11,13.41
2016-01-03,Blue,14.17,14.32
2016-01-02,Oficial,13.11,13.41
2016-01-02,Blue,14.17,14.32
2016-01-01,Oficial,13.11,13.41
2016-01-01,Blue,14.17,14.32
2015-12-31,Oficial,13.05,13.35
2015-12-31,Blue,14.17,14.32
2015-12-30,Oficial,12.98,13.28
2015-12-30,Blue,14.21,14.36
2015-12-29,Oficial,12.99,13.29
2015-12-29,Blue,14.22,14.37
2015-12-28,Oficial,13.06,13.36
2015-12-28,Blue,14.04,14.19
2015-12-27,Oficial,13.09,13.39
2015-12-27,Blue,13.95,14.10
2015-12-26,Oficial,13.09,13.39
2015-12-26,Blue,13.95,14.10
2015-12-25,Oficial,13.09,13.39
2015-12-25,Blue,13.95,14.10
2015-12-24,Oficial,13.05,13.35
2015-12-24,Blue,13.95,14.10
2015-12-23,Oficial,13.02,13.32
2015-12-23,Blue,13.85,14.00
2015-12-22,Oficial,12.88,13.23
2015-12-22,Blue,13.75,13.90
2015-12-21,Oficial,13.06,13.36
2015-12-21,Blue,13.92,14.07
2015-12-20,Oficial,13.30,13.60
2015-12-20,Blue,14.05,14.20
2015-12-19,Oficial,13.30,13.60
2015-12-19,Blue,14.05,14.20
2015-12-18,Oficial,13.59,13.82
2015-12-18,Blue,14.12,14.27
2015-12-17,Oficial,12.91,13.22
2015-12-17,Blue,14.33,14.48
2015-12-16,Oficial,9.78,9.83
2015-12-16,Blue,14.40,14.55
2015-12-15,Oficial,9.76,9.81
2015-12-15,Blue,14.47,14.62
2015-12-14,Oficial,9.74,9.79
2015-12-14,Blue,14.64,14.79
2015-12-13,Oficial,9.74,9.79
2015-12-13,Blue,14.71,14.86
2015-12-12,Oficial,9.74,9.79
2015-12-12,Blue,14.71,14.86
2015-12-11,Oficial,9.72,9.77
2015-12-11,Blue,14.65,14.80
2015-12-10,Oficial,9.70,9.75
2015-12-10,Blue,14.60,14.75
2015-12-09,Oficial,9.69,9.74
2015-12-09,Blue,14.64,14.79
2015-12-08,Oficial,9.69,9.74
2015-12-08,Blue,14.66,14.81
2015-12-07,Oficial,9.69,9.74
2015-12-07,Blue,14.66,14.81
2015-12-06,Oficial,9.69,9.74
2015-12-06,Blue,14.66,14.81
2015-12-05,Oficial,9.69,9.74
2015-12-05,Blue,14.66,14.81
2015-12-04,Oficial,9.68,9.73
2015-12-04,Blue,14.55,14.70
2015-12-03,Oficial,9.67,9.72
2015-12-03,Blue,14.65,14.80
2015-12-02,Oficial,9.66,9.71
2015-12-02,Blue,14.46,14.61
2015-12-01,Oficial,9.65,9.70
2015-12-01,Blue,14.48,14.63
2015-11-30,Oficial,9.64,9.69
2015-11-30,Blue,14.72,14.87
2015-11-29,Oficial,9.64,9.69
2015-11-29,Blue,14.81,14.96
2015-11-28,Oficial,9.64,9.69
2015-11-28,Blue,14.81,14.96
2015-11-27,Oficial,9.64,9.69
2015-11-27,Blue,14.81,14.96
2015-11-26,Oficial,9.64,9.69
2015-11-26,Blue,14.89,15.04
2015-11-25,Oficial,9.64,9.69
2015-11-25,Blue,15.05,15.20
2015-11-24,Oficial,9.64,9.69
2015-11-24,Blue,15.07,15.22
2015-11-23,Oficial,9.63,9.68
2015-11-23,Blue,14.97,15.12
2015-11-22,Oficial,9.63,9.68
2015-11-22,Blue,14.92,15.07
2015-11-21,Oficial,9.63,9.68
2015-11-21,Blue,14.92,15.07
2015-11-20,Oficial,9.62,9.67
2015-11-20,Blue,14.99,15.14
2015-11-19,Oficial,9.61,9.66
2015-11-19,Blue,15.17,15.32
2015-11-18,Oficial,9.61,9.66
2015-11-18,Blue,15.22,15.37
2015-11-17,Oficial,9.60,9.65
2015-11-17,Blue,15.05,15.20
2015-11-16,Oficial,9.59,9.64
2015-11-16,Blue,14.92,15.07
2015-11-15,Oficial,9.59,9.64
2015-11-15,Blue,14.90,15.05
2015-11-14,Oficial,9.59,9.64
2015-11-14,Blue,14.90,15.05
2015-11-13,Oficial,9.58,9.63
2015-11-13,Blue,15.01,15.16
2015-11-12,Oficial,9.57,9.62
2015-11-12,Blue,15.17,15.32
2015-11-11,Oficial,9.56,9.61
2015-11-11,Blue,14.75,14.98
2015-11-10,Oficial,9.55,9.60
2015-11-10,Blue,14.39,14.54
2015-11-09,Oficial,9.54,9.59
2015-11-09,Blue,14.68,14.83
2015-11-08,Oficial,9.54,9.59
2015-11-08,Blue,14.99,15.14
2015-11-07,Oficial,9.54,9.59
2015-11-07,Blue,14.99,15.14
2015-11-06,Oficial,9.54,9.59
2015-11-06,Blue,14.99,15.14
2015-11-05,Oficial,9.53,9.58
2015-11-05,Blue,15.18,15.33
2015-11-04,Oficial,9.53,9.58
2015-11-04,Blue,15.34,15.49
2015-11-03,Oficial,9.52,9.57
2015-11-03,Blue,15.42,15.57
2015-11-02,Oficial,9.51,9.56
2015-11-02,Blue,15.55,15.70
2015-11-01,Oficial,9.51,9.56
2015-11-01,Blue,15.60,15.75
2015-10-31,Oficial,9.51,9.56
2015-10-31,Blue,15.60,15.75
2015-10-30,Oficial,9.51,9.56
2015-10-30,Blue,15.61,15.76
2015-10-29,Oficial,9.50,9.55
2015-10-29,Blue,15.69,15.84
2015-10-28,Oficial,9.50,9.55
2015-10-28,Blue,15.73,15.88
2015-10-27,Oficial,9.49,9.54
2015-10-27,Blue,15.67,15.82
2015-10-26,Oficial,9.48,9.53
2015-10-26,Blue,15.76,15.91
2015-10-25,Oficial,9.48,9.53
2015-10-25,Blue,15.90,16.05
2015-10-24,Oficial,9.48,9.53
2015-10-24,Blue,15.90,16.05
2015-10-23,Oficial,9.48,9.53
2015-10-23,Blue,15.89,16.04
2015-10-22,Oficial,9.47,9.52
2015-10-22,Blue,15.80,15.95
2015-10-21,Oficial,9.47,9.52
2015-10-21,Blue,15.81,15.96
2015-10-20,Oficial,9.46,9.51
2015-10-20,Blue,15.93,16.08
2015-10-19,Oficial,9.45,9.50
2015-10-19,Blue,15.86,16.01
2015-10-18,Oficial,9.45,9.50
2015-10-18,Blue,15.79,15.94
2015-10-17,Oficial,9.45,9.50
2015-10-17,Blue,15.79,15.94
2015-10-16,Oficial,9.45,9.50
2015-10-16,Blue,15.72,15.87
2015-10-15,Oficial,9.44,9.49
2015-10-15,Blue,15.67,15.82
2015-10-14,Oficial,9.44,9.49
2015-10-14,Blue,15.67,15.82
2015-10-13,Oficial,9.43,9.48
2015-10-13,Blue,15.68,15.83
2015-10-12,Oficial,9.43,9.48
2015-10-12,Blue,15.68,15.83
2015-10-11,Oficial,9.43,9.48
2015-10-11,Blue,15.68,15.83
2015-10-10,Oficial,9.43,9.48
2015-10-10,Blue,15.68,15.83
2015-10-09,Oficial,9.42,9.47
2015-10-09,Blue,15.65,15.80
2015-10-08,Oficial,9.42,9.47
2015-10-08,Blue,15.61,15.76
2015-10-07,Oficial,9.41,9.46
2015-10-07,Blue,15.59,15.74
